작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 4개,경복궁과 창덕궁 사이에 위치한 북촌 한옥마을은 서울에서 가장 대표적인 전통 한옥 마을입니다.,2026,1.0,1,북촌 한옥마을,전통적이다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,기와지붕,푸르다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,담장,희다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,고택,조화롭다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,고택,정갈하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,고택,늘어서다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,골목,좁다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,분위기,고풍스럽다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,분위기,가득하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"푸른 기와지붕과 흰 담장, 목조 골조가 조화롭게 어우러진 고택들이 정갈하게 늘어서 있고, 좁은 돌길 골목에는 고풍스러운 분위기가 가득해 어느 곳 하나 사진 찍기 좋은 명소입니다.",2026,1.0,2,명소,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"한복을 입어보고 조선 시대의 정취를 느껴볼 수 있는 최적의 장소이지만, 주거 지역이므로 방문 시 정숙을 유지해 주시기 바랍니다.",2026,1.0,3,장소,최적이다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,"한복을 입어보고 조선 시대의 정취를 느껴볼 수 있는 최적의 장소이지만, 주거 지역이므로 방문 시 정숙을 유지해 주시기 바랍니다.",2026,1.0,3,정숙,유지하다,3. 시설 및 환경,공간 관리 상태,중립
1달 전,별표 4개,마을 곳곳에 경사로가 있으니 편안한 신발을 착용하는 것이 좋습니다.,2026,1.0,4,신발,편안하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,마을 곳곳에 경사로가 있으니 편안한 신발을 착용하는 것이 좋습니다.,2026,1.0,4,착용,좋다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,평일에 방문하면 인파를 피해 한적하게 마을을 둘러볼 수 있습니다.,2026,1.0,5,마을,한적하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,마을을 거닐다 보면 벽돌 하나하나에서 배어 나오는 역사의 무게감과 고풍스러움과 현대가 어우러진 독특한 매력에 푹 빠지게 됩니다.,2026,1.0,6,매력,독특하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"소요 시간은 약 1~2시간이며, 화창한 가을날에 방문하면 더욱 즐거운 시간을 보낼 수 있습니다.",2026,1.0,7,가을날,화창하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"소요 시간은 약 1~2시간이며, 화창한 가을날에 방문하면 더욱 즐거운 시간을 보낼 수 있습니다.",2026,1.0,7,시간,즐겁다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,20260111.,2026,1.0,1,,,,,중립
1달 전,별표 5개,북촌 한옥마을은 서울에서 꼭 방문해야 할 숨겨진 보석 같은 곳입니다.,2026,1.0,1,북촌 한옥마을,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,전통 한옥들이 늘어선 매력적인 거리를 걷다 보면 마치 시간 여행을 떠난 듯한 기분을 느낄 수 있습니다.,2026,1.0,2,거리,매력적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,전통 한옥들이 늘어선 매력적인 거리를 걷다 보면 마치 시간 여행을 떠난 듯한 기분을 느낄 수 있습니다.,2026,1.0,2,기분,느끼다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,아름답게 보존된 건축물들은 곳곳에서 사진 촬영 명소를 선사합니다.,2026,1.0,3,건축물,아름답다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,아름답게 보존된 건축물들은 곳곳에서 사진 촬영 명소를 선사합니다.,2026,1.0,3,건축물,보존되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아름답게 보존된 건축물들은 곳곳에서 사진 촬영 명소를 선사합니다.,2026,1.0,3,명소,선사하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,도심 한복판에 위치해 있음에도 불구하고 평화롭고 진정한 분위기를 느낄 수 있다는 점이 더욱 특별한 경험을 선사합니다.,2026,1.0,4,분위기,평화롭다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,도심 한복판에 위치해 있음에도 불구하고 평화롭고 진정한 분위기를 느낄 수 있다는 점이 더욱 특별한 경험을 선사합니다.,2026,1.0,4,분위기,진정하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,도심 한복판에 위치해 있음에도 불구하고 평화롭고 진정한 분위기를 느낄 수 있다는 점이 더욱 특별한 경험을 선사합니다.,2026,1.0,4,경험,특별하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"친절한 현지인들과 때때로 열리는 문화 전시회는 더욱 풍성한 볼거리를 제공하며, 한국의 역사와 전통을 생생하게 체험할 수 있도록 해줍니다.",2026,1.0,5,현지인,친절하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"친절한 현지인들과 때때로 열리는 문화 전시회는 더욱 풍성한 볼거리를 제공하며, 한국의 역사와 전통을 생생하게 체험할 수 있도록 해줍니다.",2026,1.0,5,볼거리,풍성하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"친절한 현지인들과 때때로 열리는 문화 전시회는 더욱 풍성한 볼거리를 제공하며, 한국의 역사와 전통을 생생하게 체험할 수 있도록 해줍니다.",2026,1.0,5,역사,체험하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"친절한 현지인들과 때때로 열리는 문화 전시회는 더욱 풍성한 볼거리를 제공하며, 한국의 역사와 전통을 생생하게 체험할 수 있도록 해줍니다.",2026,1.0,5,전통,체험하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"좁은 골목길을 거닐다 보면 길을 잃기 쉬운데, 그때마다 새로운 발견의 즐거움을 느낄 수 있습니다.",2026,1.0,6,골목길,좁다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"좁은 골목길을 거닐다 보면 길을 잃기 쉬운데, 그때마다 새로운 발견의 즐거움을 느낄 수 있습니다.",2026,1.0,6,즐거움,느끼다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"북촌 한옥마을은 역사 애호가, 문화 마니아, 사진작가 모두에게 완벽한 곳입니다.",2026,1.0,7,북촌 한옥마을,완벽하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"전통 한국 생활을 엿볼 수 있는 잊지 못할 경험을 선사할 것이니, 강력 추천합니다!",2026,1.0,8,경험,잊지 못하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,이 집은 사진 찍기에 좋아요,2026,1.0,1,집,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,안국역이 가장 가깝습니다.,2026,1.0,1,안국역,가깝다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,자주 한국 드라마에서 보는 경치를 볼 수 있었다!,2026,1.0,2,경치,보다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,주변에는 빵집이나 카페가 많았습니다.,2026,1.0,3,빵집,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,주변에는 빵집이나 카페가 많았습니다.,2026,1.0,3,카페,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"멋진 장소, 좋은 전망인데 사람이 너무 많았어요.",2026,1.0,1,장소,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"멋진 장소, 좋은 전망인데 사람이 너무 많았어요.",2026,1.0,1,전망,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"멋진 장소, 좋은 전망인데 사람이 너무 많았어요.",2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,그래도 사진은 많이 찍었답니다!,2026,1.0,2,사진,찍다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"전통적인 역사적인 가옥들이 있는 아름다운 마을로, 여전히 사람들이 살고 있으며 많은 방문객들이 찾습니다.",2026,1.0,1,가옥,있다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"전통적인 역사적인 가옥들이 있는 아름다운 마을로, 여전히 사람들이 살고 있으며 많은 방문객들이 찾습니다.",2026,1.0,1,마을,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"전통적인 역사적인 가옥들이 있는 아름다운 마을로, 여전히 사람들이 살고 있으며 많은 방문객들이 찾습니다.",2026,1.0,1,사람,살다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,"전통적인 역사적인 가옥들이 있는 아름다운 마을로, 여전히 사람들이 살고 있으며 많은 방문객들이 찾습니다.",2026,1.0,1,방문객,찾다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,그곳에 사는 모든 분들께 행운을 빌어요!,2026,1.0,2,,,,,긍정
1달 전,별표 5개,아름다운 풍경과 그림 같은 전망을 제공하는 매우 멋진 동네입니다.,2026,1.0,1,풍경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아름다운 풍경과 그림 같은 전망을 제공하는 매우 멋진 동네입니다.,2026,1.0,1,전망,제공하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아름다운 풍경과 그림 같은 전망을 제공하는 매우 멋진 동네입니다.,2026,1.0,1,동네,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"근처에 맛집과 부티크 상점들이 많으며, 도보 거리에 있는 두 궁전 중 한 곳과 함께 방문하면 더욱 좋습니다!",2026,1.0,2,맛집,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"근처에 맛집과 부티크 상점들이 많으며, 도보 거리에 있는 두 궁전 중 한 곳과 함께 방문하면 더욱 좋습니다!",2026,1.0,2,상점,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"근처에 맛집과 부티크 상점들이 많으며, 도보 거리에 있는 두 궁전 중 한 곳과 함께 방문하면 더욱 좋습니다!",2026,1.0,2,궁전,방문하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아기자기하고 예쁜 동네를 거닐며 구경하기 좋아요.,2026,1.0,1,동네,아기자기하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아기자기하고 예쁜 동네를 거닐며 구경하기 좋아요.,2026,1.0,1,동네,예쁘다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아기자기하고 예쁜 동네를 거닐며 구경하기 좋아요.,2026,1.0,1,구경,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"고풍스러운 건축물과 다양한 공예품, 차, 기념품 가게들이 즐비하고, 주택가인 데다 '조용한 순찰대'가 있어 관광객들에게 조용히 해달라고 당부하기도 합니다.",2026,1.0,2,건축물,고풍스럽다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"고풍스러운 건축물과 다양한 공예품, 차, 기념품 가게들이 즐비하고, 주택가인 데다 '조용한 순찰대'가 있어 관광객들에게 조용히 해달라고 당부하기도 합니다.",2026,1.0,2,공예품,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"고풍스러운 건축물과 다양한 공예품, 차, 기념품 가게들이 즐비하고, 주택가인 데다 '조용한 순찰대'가 있어 관광객들에게 조용히 해달라고 당부하기도 합니다.",2026,1.0,2,가게,즐비하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,1월의 추운 날씨에도 불구하고 정말 즐거운 시간을 보냈어요!,2026,1.0,3,날씨,춥다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,1월의 추운 날씨에도 불구하고 정말 즐거운 시간을 보냈어요!,2026,1.0,3,시간,즐겁다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,아름다운 곳,2026,1.0,1,곳,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아주 좋은 곳이에요,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,좋았지만 아쉽게도 사람이 너무 많았어요.,2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,한국의 구식 거리를 볼 수 있는 지역입니다.,2026,1.0,1,거리,보다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 4개,"주거에는 현재도 살고 있는 분이 있기 때문에, 17시 이후는 입장 불가입니다.",2026,1.0,2,분,살다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,가게 이외의 주거에의 출입도 금지입니다.,2026,1.0,3,,,,,중립
1달 전,별표 4개,언덕 위에서 옛 거리와 서울 빌딩군의 대비가 인상적이었습니다.,2026,1.0,4,대비,인상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,정말 좋은 마을이네요.,2026,1.0,1,마을,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,입장권은 필요 없습니다.,2026,1.0,1,입장권,없다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,이곳에는 주민들이 여전히 거주하는 잘 보존된 옛 한옥들이 있습니다.,2026,1.0,2,한옥,보존되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,조용히 해주시길 부탁드립니다.,2026,1.0,3,,,,,중립
1달 전,별표 5개,"번화가에 위치한 북촌 한옥마을은 서울의 역사를 엿볼 수 있는 곳이며, 사진 촬영 명소도 많습니다.",2026,1.0,4,명소,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,옛 서울의 멋진 전망을 감상할 수 있습니다.,2026,1.0,1,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,모든 관광객에게 추천합니다.,2026,1.0,2,,,,,긍정
1달 전,별표 5개,북촌 한옥마을은 전통 가옥과 한적한 거리들이 어우러져 정말 아름답고 매력적인 곳이었어요.,2026,1.0,1,한옥마을,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,북촌 한옥마을은 전통 가옥과 한적한 거리들이 어우러져 정말 아름답고 매력적인 곳이었어요.,2026,1.0,1,한옥마을,매력적이다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,북촌 한옥마을은 전통 가옥과 한적한 거리들이 어우러져 정말 아름답고 매력적인 곳이었어요.,2026,1.0,1,거리,한적하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"마을을 거닐다 보니 마치 엽서 속에 들어온 듯한 기분이었는데, 특히 아름다운 풍경과 고요한 분위기가 인상적이었어요.",2026,1.0,2,풍경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"마을을 거닐다 보니 마치 엽서 속에 들어온 듯한 기분이었는데, 특히 아름다운 풍경과 고요한 분위기가 인상적이었어요.",2026,1.0,2,분위기,고요하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"마을을 거닐다 보니 마치 엽서 속에 들어온 듯한 기분이었는데, 특히 아름다운 풍경과 고요한 분위기가 인상적이었어요.",2026,1.0,2,분위기,인상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"참고로, 사진 촬영 등이 가능한 시간(현재 기준)을 고려하면 오전 10시에 도착하는 것이 혼잡을 피하는 데 도움이 될 거예요.",2026,1.0,3,,,,,중립
1달 전,별표 5개,"2024년 11월 24일

한옥마을을 한복 차림으로 둘러보는 것은 한국에서 가장 기억에 남는 경험 중 하나입니다.",2026,1.0,1,경험,남다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,미로처럼,2026,1.0,1,,,,,중립
1달 전,별표 4개,"아름다운 곳이고, 고풍스러운 분위기가 느껴져요.",2026,1.0,1,곳,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"아름다운 곳이고, 고풍스러운 분위기가 느껴져요.",2026,1.0,1,분위기,고풍스럽다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,하지만 실제로 사람들이 살고 있는 곳이니 예의를 지켜야 해요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,아름다운 곳이고 분위기도 평화롭지만 사람이 너무 많아요!,2026,1.0,1,곳,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아름다운 곳이고 분위기도 평화롭지만 사람이 너무 많아요!,2026,1.0,1,분위기,평화롭다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,아름다운 곳이고 분위기도 평화롭지만 사람이 너무 많아요!,2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,한국에서 꼭 방문해야 할 명소 중 하나인 은행나무는 은행 개화 시기에 특히 아름답습니다.,2026,1.0,1,은행나무,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"주변에는 카페, 간식 가게, 레스토랑이 많아 산책하며 경치를 즐기기에 안성맞춤입니다.",2026,1.0,2,카페,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"주변에는 카페, 간식 가게, 레스토랑이 많아 산책하며 경치를 즐기기에 안성맞춤입니다.",2026,1.0,2,가게,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"주변에는 카페, 간식 가게, 레스토랑이 많아 산책하며 경치를 즐기기에 안성맞춤입니다.",2026,1.0,2,레스토랑,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"주변에는 카페, 간식 가게, 레스토랑이 많아 산책하며 경치를 즐기기에 안성맞춤입니다.",2026,1.0,2,경치,안성맞춤이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,매우 분위기가 좋았습니다.,2026,1.0,1,분위기,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,주민도 있으므로 아침은 10:00부터 저녁은 17:00까지 밖에 들어갈 수 없습니다.,2026,1.0,2,,,,,중립
