작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 4개,"3~4시간 정도 머무르는 것이 좋으며, 대기 시간은 10~15분 정도입니다.",2026,1.0,7,것,좋다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,일반적으로 예약은 필요하지 않으므로 서울 타워 관광 후 방문하기에도 좋은 선택입니다.,2026,1.0,8,예약,필요하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,일반적으로 예약은 필요하지 않으므로 서울 타워 관광 후 방문하기에도 좋은 선택입니다.,2026,1.0,8,선택,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"쇼핑, 식사, 활기찬 분위기를 즐기기에 더할 나위 없이 좋은 거리입니다.",2026,1.0,1,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"쇼핑, 식사, 활기찬 분위기를 즐기기에 더할 나위 없이 좋은 거리입니다.",2026,1.0,1,거리,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"맛있는 음식, 화장품 등 다양한 상품을 만나볼 수 있어요.",2026,1.0,2,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"맛있는 음식, 화장품 등 다양한 상품을 만나볼 수 있어요.",2026,1.0,2,상품,다양하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,넓은 거리를 거닐며 멋진 경험을 할 수 있습니다.,2026,1.0,3,거리,넓다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,넓은 거리를 거닐며 멋진 경험을 할 수 있습니다.,2026,1.0,3,경험,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정말 멋져요!,2026,1.0,1,,,,,긍정
1달 전,별표 5개,낮에도 밤에도요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,제가 가본 야시장 중 최고였어요,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"인기 관광 쇼핑 거리로, 한국 브랜드 매장이 많아요.",2026,1.0,1,매장,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"1월 13일에 갔는데, 가이드 말로는 가장 붐비는 시기는 아니라고 했지만, 제가 가보니 좀 혼잡하더라고요.",2026,1.0,2,시기,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,성수기에는 얼마나 더 붐빌지 상상도 안 가네요.,2026,1.0,3,성수기,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,그래도 여기서 보낸 시간 모두 즐거웠어요.,2026,1.0,4,시간,즐겁다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,길거리 음식이 정말 맛있어요!,2026,1.0,1,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,정말 훌륭하고 최고예요.,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"음식도 맛있고, 쇼핑도 너무 쉽고 편리하고 안전해요.",2026,1.0,2,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"음식도 맛있고, 쇼핑도 너무 쉽고 편리하고 안전해요.",2026,1.0,2,쇼핑,쉽다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"음식도 맛있고, 쇼핑도 너무 쉽고 편리하고 안전해요.",2026,1.0,2,쇼핑,편리하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"음식도 맛있고, 쇼핑도 너무 쉽고 편리하고 안전해요.",2026,1.0,2,쇼핑,안전하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,음식점도 많고 구경할 만한 가게도 많은 좋은 곳이에요.,2026,1.0,1,음식점,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,음식점도 많고 구경할 만한 가게도 많은 좋은 곳이에요.,2026,1.0,1,가게,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,음식점도 많고 구경할 만한 가게도 많은 좋은 곳이에요.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,매우 바쁘지만 친절한 서비스입니다.,2026,1.0,1,서비스,친절하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,할랄 음식도 다양하게 준비되어 있어요.,2026,1.0,2,음식,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,관광객들이 많이 찾는 곳이라 들러봤습니다.,2026,1.0,1,관광객,찾다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,"다른 지역과 가격을 비교하기는 어렵지만, 사람이 정말 많았습니다.",2026,1.0,2,가격,어렵다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,"다른 지역과 가격을 비교하기는 어렵지만, 사람이 정말 많았습니다.",2026,1.0,2,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,더 좋고 저렴한 곳을 알았더라면 안 갔을 것 같습니다.,2026,1.0,3,곳,좋다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,더 좋고 저렴한 곳을 알았더라면 안 갔을 것 같습니다.,2026,1.0,3,곳,저렴하다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,"젊은 사람들이 많이 찾는 곳 같았지만, 저처럼 나이 든 사람에게는 어울리지 않는 곳이었습니다.",2026,1.0,4,사람,찾다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"젊은 사람들이 많이 찾는 곳 같았지만, 저처럼 나이 든 사람에게는 어울리지 않는 곳이었습니다.",2026,1.0,4,사람,어울리다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,"명동은 서울의 활기 넘치는 쇼핑 거리로, 한국 화장품, 패션, 그리고 떡볶이와 김밥 같은 길거리 음식으로 유명합니다.",2026,1.0,1,명동,유명하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"명동은 서울의 활기 넘치는 쇼핑 거리로, 한국 화장품, 패션, 그리고 떡볶이와 김밥 같은 길거리 음식으로 유명합니다.",2026,1.0,1,거리,넘치다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,낮과 밤 모두 활기가 넘치며 지하철로 쉽게 갈 수 있습니다.,2026,1.0,2,활기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,낮과 밤 모두 활기가 넘치며 지하철로 쉽게 갈 수 있습니다.,2026,1.0,2,지하철,가다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,정말 훌륭해요.,2026,1.0,1,,,,,긍정
1달 전,별표 5개,생선 종류만 빼면 우리 터키인들과 모든 면에서 비슷해요.,2026,1.0,2,면,비슷하다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,우리가 찾는 건 거의 다 있거든요.,2026,1.0,3,건,있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,거리와 상점들은 여전히 ​​많은 사람들로 북적였습니다.,2026,1.0,1,거리,북적이다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,거리와 상점들은 여전히 ​​많은 사람들로 북적였습니다.,2026,1.0,1,상점,북적이다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,거리와 상점들은 여전히 ​​많은 사람들로 북적였습니다.,2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,확실히 청결도는 크게 개선되었습니다.,2026,1.0,2,청결도,개선되다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,거의 모든 상점에서 같은 물건을 팔기 때문에 한 곳에서 모든 것을 살 필요는 없습니다.,2026,1.0,3,물건,같다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,거의 모든 상점에서 같은 물건을 팔기 때문에 한 곳에서 모든 것을 살 필요는 없습니다.,2026,1.0,3,물건,팔다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,가격이 약간 올랐으니 연말 세일이나 시즌 세일 기간에 방문하는 것이 좋습니다.,2026,1.0,4,가격,오르다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,가격이 약간 올랐으니 연말 세일이나 시즌 세일 기간에 방문하는 것이 좋습니다.,2026,1.0,4,방문,좋다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,즐거운 쇼핑 되세요!,2026,1.0,5,쇼핑,즐겁다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,이곳은 활기가 넘치고 쇼핑하기에 아주 좋은 곳입니다.,2026,1.0,1,활기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,이곳은 활기가 넘치고 쇼핑하기에 아주 좋은 곳입니다.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"영어를 구사하는 관광객으로서, 이 지역 상점들이 제가 원하는 것을 잘 알아듣고, 저희가 서툰 한국어를 구사하는 것을 반겨주셔서 정말 기뻤습니다.",2026,1.0,1,관광객,기쁘다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"영어를 구사하는 관광객으로서, 이 지역 상점들이 제가 원하는 것을 잘 알아듣고, 저희가 서툰 한국어를 구사하는 것을 반겨주셔서 정말 기뻤습니다.",2026,1.0,1,상점,알아듣다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"영어를 구사하는 관광객으로서, 이 지역 상점들이 제가 원하는 것을 잘 알아듣고, 저희가 서툰 한국어를 구사하는 것을 반겨주셔서 정말 기뻤습니다.",2026,1.0,1,한국어,서툴다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,작은 한국어라도 큰 도움이 되더라고요 😉,2026,1.0,2,한국어,작다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,작은 한국어라도 큰 도움이 되더라고요 😉,2026,1.0,2,도움,되다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,관광객이 매우 많은 곳입니다.,2026,1.0,1,관광객,많다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,길거리 음식은 대체로 가격이 비쌉니다.,2026,1.0,2,음식,비싸다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,길거리 음식은 대체로 가격이 비쌉니다.,2026,1.0,2,가격,비싸다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,"~2025년 11월 중순으로 돌아가 봐요~

이곳은 정말 구경하기 좋은 곳이에요!",2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"다양한 음식, 의류, 화장품 등을 파는 가게들이 정말 많아요.",2026,1.0,2,음식,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"다양한 음식, 의류, 화장품 등을 파는 가게들이 정말 많아요.",2026,1.0,2,가게,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,각 가게마다 넓고 구경하는 재미가 쏠쏠해요!,2026,1.0,3,가게,넓다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,각 가게마다 넓고 구경하는 재미가 쏠쏠해요!,2026,1.0,3,재미,쏠쏠하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,주변에는 현지 음식과 별미를 파는 노점상들도 많아요.,2026,1.0,4,노점상,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,가격도 너무 비싸지도 싸지도 않고 적당해서 꼭 한번 맛볼 가치가 있어요.,2026,1.0,5,가격,비싸다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,가격도 너무 비싸지도 싸지도 않고 적당해서 꼭 한번 맛볼 가치가 있어요.,2026,1.0,5,가격,적당하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,가격도 너무 비싸지도 싸지도 않고 적당해서 꼭 한번 맛볼 가치가 있어요.,2026,1.0,5,가치,있다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,제가 가장 좋아하는 시기는 크리스마스 시즌이에요.,2026,1.0,6,시기,좋다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,곳곳에 장식이 가득하고 분위기가 정말 축제처럼 활기차거든요.,2026,1.0,7,장식,가득하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,곳곳에 장식이 가득하고 분위기가 정말 축제처럼 활기차거든요.,2026,1.0,7,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,사람이 정말 많았어요!,2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,MLB 모자 가격은 홍대 매장과 똑같았어요.,2026,1.0,2,가격,똑같다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,"만약 정해진 일정이 있다면, 홍대 매장에서 쇼핑하는 게 더 나은 경험을 할 수 있을 거예요.",2026,1.0,3,일정,정해지다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"만약 정해진 일정이 있다면, 홍대 매장에서 쇼핑하는 게 더 나은 경험을 할 수 있을 거예요.",2026,1.0,3,경험,낫다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,"서울 명동 쇼핑 거리는 쇼핑, 길거리 음식, 활기찬 밤 분위기를 즐기고 싶다면 최고의 장소입니다.",2026,1.0,1,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"거리 전체에 화장품 매장, 패션 매장, 대형 백화점이 밀집해 있어 한 곳에서 다양한 브랜드와 가격을 비교해 볼 수 있습니다.",2026,1.0,2,매장,밀집하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"거리 전체에 화장품 매장, 패션 매장, 대형 백화점이 밀집해 있어 한 곳에서 다양한 브랜드와 가격을 비교해 볼 수 있습니다.",2026,1.0,2,백화점,밀집하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"거리 전체에 화장품 매장, 패션 매장, 대형 백화점이 밀집해 있어 한 곳에서 다양한 브랜드와 가격을 비교해 볼 수 있습니다.",2026,1.0,2,브랜드,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"저녁이 되면 떡볶이, 호떡, 각종 꼬치구이 등 인기 있는 한국 간식을 파는 노점들이 거리를 가득 채우고, 화려한 조명과 음악이 어우러져 활기차고 즐거운 분위기를 자아냅니다.",2026,1.0,3,간식,인기있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"저녁이 되면 떡볶이, 호떡, 각종 꼬치구이 등 인기 있는 한국 간식을 파는 노점들이 거리를 가득 채우고, 화려한 조명과 음악이 어우러져 활기차고 즐거운 분위기를 자아냅니다.",2026,1.0,3,노점,채우다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"저녁이 되면 떡볶이, 호떡, 각종 꼬치구이 등 인기 있는 한국 간식을 파는 노점들이 거리를 가득 채우고, 화려한 조명과 음악이 어우러져 활기차고 즐거운 분위기를 자아냅니다.",2026,1.0,3,조명,화려하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"저녁이 되면 떡볶이, 호떡, 각종 꼬치구이 등 인기 있는 한국 간식을 파는 노점들이 거리를 가득 채우고, 화려한 조명과 음악이 어우러져 활기차고 즐거운 분위기를 자아냅니다.",2026,1.0,3,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"저녁이 되면 떡볶이, 호떡, 각종 꼬치구이 등 인기 있는 한국 간식을 파는 노점들이 거리를 가득 채우고, 화려한 조명과 음악이 어우러져 활기차고 즐거운 분위기를 자아냅니다.",2026,1.0,3,분위기,즐겁다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"오후 5~6시 이후에는 매우 혼잡해지므로, 좀 더 한적한 분위기를 원한다면 낮 시간에 방문하는 것이 좋습니다.",2026,1.0,4,분위기,한적하다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"오후 5~6시 이후에는 매우 혼잡해지므로, 좀 더 한적한 분위기를 원한다면 낮 시간에 방문하는 것이 좋습니다.",2026,1.0,4,방문,좋다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,둘러볼 가게가 많습니다.,2026,1.0,1,가게,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,이 시장은 특히 주말에 매우 붐빕니다.,2026,1.0,1,시장,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,활기찬 분위기가 느껴져요.,2026,1.0,2,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,양말부터 기념품까지 온갖 물건을 파는 노점상들이 많습니다.,2026,1.0,3,노점상,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,물론 가장 좋은 점은 음식이죠.,2026,1.0,4,점,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,랍스터부터 닭꼬치까지 없는 게 없을 정도로 다양한 음식을 합리적인 가격에 맛볼 수 있습니다.,2026,1.0,5,음식,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,랍스터부터 닭꼬치까지 없는 게 없을 정도로 다양한 음식을 합리적인 가격에 맛볼 수 있습니다.,2026,1.0,5,가격,합리적이다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,서서 먹는 게 불편하다면 주변에 식당도 많아요.,2026,1.0,6,식당,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,"저는 치킨집 몇 군데(다 비슷비슷하긴 해요)와 한국식 바비큐 식당에 가봤는데, 큰 차이는 없더라고요.",2026,1.0,7,치킨집,비슷비슷하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,"저는 치킨집 몇 군데(다 비슷비슷하긴 해요)와 한국식 바비큐 식당에 가봤는데, 큰 차이는 없더라고요.",2026,1.0,7,차이,없다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,10~20달러 정도면 괜찮은 음식을 먹을 수 있습니다.,2026,1.0,8,음식,괜찮다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,강장케장의 맛있는 가게가 있었습니다.,2026,1.0,1,가게,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,여기는 서울에서 가장 번화한 쇼핑 거리 중 하나예요.,2026,1.0,1,거리,번화하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"저녁에 어디 갈지, 뭘 먹을지 모르겠다면 여기로 오세요.",2026,1.0,2,,,,,긍정
1달 전,별표 5개,"세상에, 음식은 정말 맛있고 종류도 엄청 다양하고 분위기도 끝내줘요.",2026,1.0,3,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"세상에, 음식은 정말 맛있고 종류도 엄청 다양하고 분위기도 끝내줘요.",2026,1.0,3,종류,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"세상에, 음식은 정말 맛있고 종류도 엄청 다양하고 분위기도 끝내줘요.",2026,1.0,3,분위기,끝내주다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,쇼핑도 최고예요.,2026,1.0,4,,,,,긍정
1달 전,별표 5개,유명 브랜드부터 다양한 브랜드까지 없는 게 없거든요.,2026,1.0,5,브랜드,유명하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,유명 브랜드부터 다양한 브랜드까지 없는 게 없거든요.,2026,1.0,5,브랜드,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,거리가 엄청 넓어서 돌아다니다 보면 지칠 거예요!,2026,1.0,6,거리,넓다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,관광객이라면 꼭 방문해 보세요.,2026,1.0,1,,,,,긍정
1달 전,별표 4개,"가게들이 좀 비슷하게 느껴질 수도 있지만, 덕분에 모든 가게를 다 둘러보지 않아도 다양한 제품을 맛볼 수 있어요.",2026,1.0,2,가게,비슷하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,"가게들이 좀 비슷하게 느껴질 수도 있지만, 덕분에 모든 가게를 다 둘러보지 않아도 다양한 제품을 맛볼 수 있어요.",2026,1.0,2,제품,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,겨울에 산책하기 좋은 곳이에요.,2026,1.0,3,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"개인적으로 추천하는 곳은 젠틀몬스터, HBAF, 노스페이스예요.",2026,1.0,4,곳,추천하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,거리에 바로 있는 건 아니지만 근처에 있어요.,2026,1.0,5,,,,,중립
1달 전,별표 4개,"아, 그리고 올리브영도요.",2026,1.0,6,,,,,중립
1달 전,별표 4개,어느 지점이요?,2026,1.0,7,,,,,중립
1달 전,별표 4개,편한 곳으로 가면 돼요.,2026,1.0,8,곳,편하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,여기는 뭐 싸게 살 만한 게 없어요.,2026,1.0,1,게,싸다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,여기는 뭐 싸게 살 만한 게 없어요.,2026,1.0,1,게,없다,4. 활동 및 서비스,체험 콘텐츠,부정
